10,"(H, I, 1)","[S1, S2, S3, S4, S5, S6, S7]",[S6]
10,"(E, F, 1)","[S1, S2, S3, S4, S5, S6, S7]",[S6]
10,"(G, H, 1)","[S1, S2, S3, S4, S5, S6, S7]",[S6]
10,"(C, D, 1)","[S1, S2, S3, S4, S5, S6, S7]",[S6]
10,"(A, B, 1)","[S1, S2, S3, S4, S5, S6, S7]",[S6]
10,"(D, E, 1)","[S1, S2, S3, S4, S5, S6, S7]",[S6]
10,"(I, J, 1)","[S1, S2, S3, S4, S5, S6, S7]",[S6]
10,"(J, A, 1)","[S1, S2, S3, S4, S5, S6, S7]",[S6]
10,"(B, C, 1)","[S1, S2, S3, S4, S5, S6, S7]",[S6]
10,"(F, G, 1)","[S1, S2, S3, S4, S5, S6, S7]",[S6]
10,"(H, I, 1)","[S1, S2, S3, S4, S5, S6, S7]",[S6]
10,"(E, F, 1)","[S1, S2, S3, S4, S5, S6, S7]",[S6]
10,"(G, H, 1)","[S1, S2, S3, S4, S5, S6, S7]",[S6]
10,"(C, D, 1)","[S1, S2, S3, S4, S5, S6, S7]",[S6]
